timestamp,ambient_temp_C,light_lux,cap_control_pF,cap_underwater_pF,cap_overwater_pF,cap_nutrient_pF
2026-08-04 20:30:00,23.13,0.0,14.125,9.15,16.749,12.179
2026-08-04 20:45:00,22.73,0.0,14.09,8.94,16.987,12.112
2026-08-04 21:00:00,22.34,0.0,14.098,8.852,17.214,12.197
2026-08-04 21:15:00,21.99,0.0,13.994,8.912,17.051,12.183
2026-08-04 21:30:00,21.65,0.0,14.03,8.821,17.354,11.989
2026-08-04 21:45:00,21.35,0.0,13.741,8.496,16.498,12.025
2026-08-04 22:00:00,21.07,0.0,13.823,8.809,17.112,11.974
2026-08-04 22:15:00,20.83,0.0,13.723,8.75,16.527,12.009
2026-08-04 22:30:00,20.61,0.0,13.845,8.468,17.187,12.029
2026-08-04 22:45:00,20.42,0.0,13.572,8.554,17.067,11.936
2026-08-04 23:00:00,20.27,0.0,13.542,8.536,15.954,11.958
2026-08-04 23:15:00,20.15,0.0,13.54,8.483,17.348,11.945
2026-08-04 23:30:00,20.07,0.0,13.402,8.368,16.197,12.013
2026-08-04 23:45:00,20.02,0.0,13.521,8.341,17.129,12.001
2026-08-05 00:00:00,20.0,0.0,13.499,8.412,16.817,11.953
2026-08-05 00:15:00,20.02,0.0,13.575,8.556,17.85,12.008
2026-08-05 00:30:00,20.07,0.0,13.6,8.487,16.416,11.968
2026-08-05 00:45:00,20.15,0.0,13.738,8.39,16.343,11.989
2026-08-05 01:00:00,20.27,0.0,13.685,8.545,16.595,12.114
2026-08-05 01:15:00,20.42,0.0,13.59,8.135,16.424,12.103
2026-08-05 01:30:00,20.61,0.0,13.598,8.645,17.23,11.956
2026-08-05 01:45:00,20.83,0.0,13.748,8.334,15.577,12.098
2026-08-05 02:00:00,21.07,0.0,13.647,8.541,16.015,12.112
2026-08-05 02:15:00,21.35,0.0,13.949,8.497,16.055,12.012
2026-08-05 02:30:00,21.65,0.0,13.952,8.528,17.523,12.149
2026-08-05 02:45:00,21.99,0.0,13.88,8.879,18.115,12.213
2026-08-05 03:00:00,22.34,0.0,13.845,8.745,16.909,12.076
2026-08-05 03:15:00,22.73,0.0,14.159,8.909,16.932,12.113
2026-08-05 03:30:00,23.13,0.0,14.114,8.931,17.172,12.254
2026-08-05 03:45:00,23.56,0.0,14.299,9.068,18.013,12.236
2026-08-05 04:00:00,24.0,0.0,14.152,9.097,16.631,12.281
2026-08-05 04:15:00,24.46,0.0,14.315,9.014,17.53,12.298
2026-08-05 04:30:00,24.94,0.0,14.449,9.37,18.132,12.331
2026-08-05 04:45:00,25.43,0.0,14.541,9.277,17.888,12.258
2026-08-05 05:00:00,25.93,0.0,14.591,9.236,17.76,12.432
2026-08-05 05:15:00,26.44,0.0,14.769,9.461,18.42,12.472
2026-08-05 05:30:00,26.96,0.0,14.727,9.782,15.92,12.42
2026-08-05 05:45:00,27.48,0.0,14.894,9.795,18.38,12.464
2026-08-05 06:00:00,28.0,0.0,15.01,9.742,17.542,12.408
2026-08-05 06:15:00,28.52,3924.2,15.292,9.99,16.97,12.619
2026-08-05 06:30:00,29.04,7831.6,15.558,10.241,18.859,12.71
2026-08-05 06:45:00,29.56,11705.4,15.659,10.773,19.711,12.758
2026-08-05 07:00:00,30.07,15529.1,15.871,10.812,18.898,12.915
2026-08-05 07:15:00,30.57,19286.4,16.337,11.055,19.901,12.912
2026-08-05 07:30:00,31.06,22961.0,16.496,11.359,20.598,13.048
2026-08-05 07:45:00,31.54,26537.3,16.639,11.49,20.619,13.033
2026-08-05 08:00:00,32.0,30000.0,17.044,11.649,21.068,13.171
2026-08-05 08:15:00,32.44,33334.2,17.143,11.867,20.653,13.236
2026-08-05 08:30:00,32.87,36525.7,17.432,12.083,20.39,13.332
2026-08-05 08:45:00,33.27,39560.7,17.537,12.279,19.411,13.364
2026-08-05 09:00:00,33.66,42426.4,17.88,12.551,20.543,13.442
2026-08-05 09:15:00,34.01,45110.4,18.027,12.638,20.297,13.56
2026-08-05 09:30:00,34.35,47601.2,18.027,12.877,22.566,13.54
2026-08-05 09:45:00,34.65,49888.2,18.271,12.922,21.07,13.521
2026-08-05 10:00:00,34.93,51961.5,18.377,13.071,21.412,13.769
2026-08-05 10:15:00,35.17,53812.4,18.553,12.937,21.83,13.788
2026-08-05 10:30:00,35.39,55432.8,18.471,13.388,21.578,13.664
2026-08-05 10:45:00,35.58,56815.8,18.691,13.405,22.823,13.814
2026-08-05 11:00:00,35.73,57955.5,18.794,13.553,21.273,13.768
2026-08-05 11:15:00,35.85,58847.1,18.626,13.14,21.902,13.834
2026-08-05 11:30:00,35.93,59486.7,18.712,13.776,21.287,13.85
2026-08-05 11:45:00,35.98,59871.5,18.669,13.53,20.908,13.827
2026-08-05 12:00:00,36.0,60000.0,18.818,13.685,21.412,13.797
2026-08-05 12:15:00,35.98,59871.5,18.889,13.416,21.806,13.8
2026-08-05 12:30:00,35.93,59486.7,18.927,13.587,21.507,13.778
2026-08-05 12:45:00,35.85,58847.1,18.772,13.343,21.282,13.768
2026-08-05 13:00:00,35.73,57955.5,18.839,13.335,20.725,13.794
2026-08-05 13:15:00,35.58,56815.8,18.526,13.563,21.578,13.73
2026-08-05 13:30:00,35.39,55432.8,18.411,13.219,20.494,13.783
2026-08-05 13:45:00,35.17,53812.4,18.44,13.162,21.976,13.795
2026-08-05 14:00:00,34.93,51961.5,18.356,13.118,21.383,13.629
2026-08-05 14:15:00,34.65,49888.2,18.19,12.938,20.173,13.632
2026-08-05 14:30:00,34.35,47601.2,17.881,12.747,20.83,13.596
2026-08-05 14:45:00,34.01,45110.4,17.88,12.61,20.361,13.539
2026-08-05 15:00:00,33.66,42426.4,17.611,12.68,20.939,13.455
2026-08-05 15:15:00,33.27,39560.7,17.585,12.199,21.47,13.431
2026-08-05 15:30:00,32.87,36525.7,17.367,12.032,19.025,13.347
2026-08-05 15:45:00,32.44,33334.2,17.058,11.927,20.214,13.172
2026-08-05 16:00:00,32.0,30000.0,16.879,11.717,19.808,13.224
2026-08-05 16:15:00,31.54,26537.3,16.614,11.503,20.168,13.148
2026-08-05 16:30:00,31.06,22961.0,16.464,11.205,19.619,12.969
2026-08-05 16:45:00,30.57,19286.4,16.311,10.753,18.708,12.934
2026-08-05 17:00:00,30.07,15529.1,15.915,10.843,18.771,12.889
2026-08-05 17:15:00,29.56,11705.4,15.789,10.261,18.192,12.75
2026-08-05 17:30:00,29.04,7831.6,15.459,10.184,19.254,12.74
2026-08-05 17:45:00,28.52,3924.2,15.188,9.804,18.266,12.73
2026-08-05 18:00:00,28.0,0.0,14.991,9.633,19.331,12.453
2026-08-05 18:15:00,27.48,0.0,14.823,9.583,17.863,12.384
2026-08-05 18:30:00,26.96,0.0,14.768,9.485,17.316,12.452
2026-08-05 18:45:00,26.44,0.0,14.623,9.402,16.659,12.445
2026-08-05 19:00:00,25.93,0.0,14.784,9.45,16.365,12.356
2026-08-05 19:15:00,25.43,0.0,14.54,9.217,16.428,12.425
2026-08-05 19:30:00,24.94,0.0,14.393,9.043,17.636,12.227
2026-08-05 19:45:00,24.46,0.0,14.38,9.099,17.719,12.319
2026-08-05 20:00:00,24.0,0.0,14.271,9.04,16.173,12.212
2026-08-05 20:15:00,23.56,0.0,14.182,8.667,17.827,12.323
2026-08-05 20:30:00,23.13,0.0,14.173,8.806,16.785,12.313
2026-08-05 20:45:00,22.73,0.0,14.111,8.743,17.153,12.122
2026-08-05 21:00:00,22.34,0.0,13.939,8.551,18.11,12.111
2026-08-05 21:15:00,21.99,0.0,13.871,8.685,17.545,12.173
2026-08-05 21:30:00,21.65,0.0,13.836,8.439,16.67,12.077
2026-08-05 21:45:00,21.35,0.0,13.619,8.414,16.179,12.078
2026-08-05 22:00:00,21.07,0.0,13.632,8.325,15.247,12.065
2026-08-05 22:15:00,20.83,0.0,13.818,8.301,16.205,11.933
2026-08-05 22:30:00,20.61,0.0,13.801,8.125,16.522,12.034
2026-08-05 22:45:00,20.42,0.0,13.616,8.048,15.945,11.981
2026-08-05 23:00:00,20.27,0.0,13.655,8.382,16.517,11.984
2026-08-05 23:15:00,20.15,0.0,13.613,8.064,16.641,12.092
2026-08-05 23:30:00,20.07,0.0,13.819,8.029,16.415,11.925
2026-08-05 23:45:00,20.02,0.0,13.653,7.877,16.108,12.046
2026-08-06 00:00:00,20.0,0.0,13.55,8.053,16.678,11.979
2026-08-06 00:15:00,20.02,0.0,13.487,7.971,16.872,11.98
2026-08-06 00:30:00,20.07,0.0,13.444,8.333,15.809,12.048
2026-08-06 00:45:00,20.15,0.0,13.604,8.269,17.575,12.026
2026-08-06 01:00:00,20.27,0.0,13.549,8.084,16.54,12.047
2026-08-06 01:15:00,20.42,0.0,13.523,8.461,16.65,12.081
2026-08-06 01:30:00,20.61,0.0,13.618,8.339,17.165,12.014
2026-08-06 01:45:00,20.83,0.0,13.622,8.218,16.872,12.011
2026-08-06 02:00:00,21.07,0.0,13.888,7.998,17.42,11.998
2026-08-06 02:15:00,21.35,0.0,13.873,8.62,17.004,12.031
2026-08-06 02:30:00,21.65,0.0,13.857,8.23,16.429,12.277
2026-08-06 02:45:00,21.99,0.0,14.036,8.256,17.17,12.196
2026-08-06 03:00:00,22.34,0.0,13.988,8.638,16.181,12.063
2026-08-06 03:15:00,22.73,0.0,13.982,8.874,17.127,12.088
2026-08-06 03:30:00,23.13,0.0,14.245,8.817,17.1,12.222
2026-08-06 03:45:00,23.56,0.0,14.243,8.792,17.054,12.253
2026-08-06 04:00:00,24.0,0.0,14.197,8.873,17.19,12.281
2026-08-06 04:15:00,24.46,0.0,14.348,8.984,16.046,12.262
2026-08-06 04:30:00,24.94,0.0,14.379,9.056,17.065,12.3
2026-08-06 04:45:00,25.43,0.0,14.427,9.084,17.602,12.358
2026-08-06 05:00:00,25.93,0.0,14.701,9.149,17.739,12.375
2026-08-06 05:15:00,26.44,0.0,14.872,9.218,17.0,12.269
2026-08-06 05:30:00,26.96,0.0,14.7,9.225,18.698,12.42
2026-08-06 05:45:00,27.48,0.0,14.951,9.373,17.299,12.416
2026-08-06 06:00:00,28.0,0.0,14.948,9.295,18.679,12.511
2026-08-06 06:15:00,28.52,3924.2,15.212,9.734,18.55,12.767
2026-08-06 06:30:00,29.04,7831.6,15.454,9.874,18.049,12.697
2026-08-06 06:45:00,29.56,11705.4,15.68,10.106,19.992,12.743
2026-08-06 07:00:00,30.07,15529.1,15.998,10.501,18.158,12.903
2026-08-06 07:15:00,30.57,19286.4,16.168,10.884,19.878,12.961
2026-08-06 07:30:00,31.06,22961.0,16.491,11.06,20.17,13.04
2026-08-06 07:45:00,31.54,26537.3,16.694,10.987,19.229,13.131
2026-08-06 08:00:00,32.0,30000.0,16.901,11.275,20.895,13.295
2026-08-06 08:15:00,32.44,33334.2,17.061,11.717,19.958,13.179
2026-08-06 08:30:00,32.87,36525.7,17.292,11.688,20.54,13.347
2026-08-06 08:45:00,33.27,39560.7,17.592,11.97,20.714,13.331
2026-08-06 09:00:00,33.66,42426.4,17.755,12.243,20.621,13.484
2026-08-06 09:15:00,34.01,45110.4,17.809,12.23,21.455,13.455
2026-08-06 09:30:00,34.35,47601.2,18.054,12.515,21.602,13.541
2026-08-06 09:45:00,34.65,49888.2,18.253,12.486,19.969,13.6
2026-08-06 10:00:00,34.93,51961.5,18.192,12.703,22.239,13.722
2026-08-06 10:15:00,35.17,53812.4,18.487,12.929,20.28,13.761
2026-08-06 10:30:00,35.39,55432.8,18.495,12.801,22.27,13.667
2026-08-06 10:45:00,35.58,56815.8,18.682,13.13,22.425,13.776
2026-08-06 11:00:00,35.73,57955.5,18.648,13.145,20.945,13.756
2026-08-06 11:15:00,35.85,58847.1,18.622,13.268,21.479,13.743
2026-08-06 11:30:00,35.93,59486.7,18.677,13.266,21.033,13.819
2026-08-06 11:45:00,35.98,59871.5,18.836,13.425,21.681,13.823
2026-08-06 12:00:00,36.0,60000.0,18.861,13.281,21.624,13.99
2026-08-06 12:15:00,35.98,59871.5,18.759,13.203,22.378,13.867
2026-08-06 12:30:00,35.93,59486.7,18.858,13.242,22.724,13.75
2026-08-06 12:45:00,35.85,58847.1,18.633,13.249,22.743,13.784
2026-08-06 13:00:00,35.73,57955.5,18.704,13.129,21.316,13.859
2026-08-06 13:15:00,35.58,56815.8,18.539,13.052,21.49,13.898
2026-08-06 13:30:00,35.39,55432.8,18.496,12.872,20.369,13.647
2026-08-06 13:45:00,35.17,53812.4,18.448,12.77,20.88,13.593
2026-08-06 14:00:00,34.93,51961.5,18.257,12.56,22.001,13.776
2026-08-06 14:15:00,34.65,49888.2,18.162,12.802,22.324,13.641
2026-08-06 14:30:00,34.35,47601.2,18.127,12.294,20.182,13.514
2026-08-06 14:45:00,34.01,45110.4,17.841,12.197,20.472,13.543
2026-08-06 15:00:00,33.66,42426.4,17.782,12.02,20.697,13.292
2026-08-06 15:15:00,33.27,39560.7,17.442,12.027,20.728,13.386
2026-08-06 15:30:00,32.87,36525.7,17.38,11.687,19.771,13.338
2026-08-06 15:45:00,32.44,33334.2,17.249,11.665,20.43,13.302
2026-08-06 16:00:00,32.0,30000.0,16.722,11.218,19.588,13.111
2026-08-06 16:15:00,31.54,26537.3,16.635,11.107,19.688,13.1
2026-08-06 16:30:00,31.06,22961.0,16.516,10.742,19.852,12.959
2026-08-06 16:45:00,30.57,19286.4,16.218,10.861,19.239,12.947
2026-08-06 17:00:00,30.07,15529.1,16.024,10.218,18.688,12.794
2026-08-06 17:15:00,29.56,11705.4,15.701,10.15,18.672,12.738
2026-08-06 17:30:00,29.04,7831.6,15.508,9.938,18.439,12.616
2026-08-06 17:45:00,28.52,3924.2,15.239,9.658,17.992,12.627
2026-08-06 18:00:00,28.0,0.0,15.093,9.332,17.819,12.552
2026-08-06 18:15:00,27.48,0.0,14.926,9.242,19.025,12.453
2026-08-06 18:30:00,26.96,0.0,14.839,9.166,18.205,12.437
2026-08-06 18:45:00,26.44,0.0,14.686,9.047,17.512,12.315
2026-08-06 19:00:00,25.93,0.0,14.588,9.086,18.115,12.352
2026-08-06 19:15:00,25.43,0.0,14.503,9.142,17.303,12.335
2026-08-06 19:30:00,24.94,0.0,14.48,8.719,18.27,12.464
2026-08-06 19:45:00,24.46,0.0,14.329,8.533,17.622,12.21
2026-08-06 20:00:00,24.0,0.0,14.303,8.6,17.205,12.336
2026-08-06 20:15:00,23.56,0.0,14.366,8.837,17.513,12.28
2026-08-06 20:30:00,23.13,0.0,14.193,8.352,16.024,12.21
2026-08-06 20:45:00,22.73,0.0,14.024,8.569,16.262,12.273
2026-08-06 21:00:00,22.34,0.0,14.078,8.502,16.146,12.166
2026-08-06 21:15:00,21.99,0.0,13.885,8.167,17.017,12.144
2026-08-06 21:30:00,21.65,0.0,13.695,8.239,18.07,12.097
2026-08-06 21:45:00,21.35,0.0,13.722,8.308,18.365,12.154
2026-08-06 22:00:00,21.07,0.0,13.603,8.014,17.2,12.129
2026-08-06 22:15:00,20.83,0.0,13.68,7.988,17.059,12.01
2026-08-06 22:30:00,20.61,0.0,13.671,7.901,15.409,11.955
2026-08-06 22:45:00,20.42,0.0,13.771,7.813,16.257,12.011
2026-08-06 23:00:00,20.27,0.0,13.635,7.826,16.058,11.965
2026-08-06 23:15:00,20.15,0.0,13.57,7.733,16.153,12.002
2026-08-06 23:30:00,20.07,0.0,13.639,7.866,16.455,12.075
2026-08-06 23:45:00,20.02,0.0,13.386,7.757,16.233,11.97
2026-08-07 00:00:00,20.0,0.0,13.579,7.871,15.174,11.993
2026-08-07 00:15:00,20.02,0.0,13.625,7.657,17.087,12.001
2026-08-07 00:30:00,20.07,0.0,13.454,7.889,15.821,12.051
2026-08-07 00:45:00,20.15,0.0,13.679,7.962,16.755,11.871
2026-08-07 01:00:00,20.27,0.0,13.636,7.641,18.061,11.977
2026-08-07 01:15:00,20.42,0.0,13.603,7.95,15.993,12.035
2026-08-07 01:30:00,20.61,0.0,13.72,8.082,14.898,12.106
2026-08-07 01:45:00,20.83,0.0,13.89,7.826,16.508,12.018
2026-08-07 02:00:00,21.07,0.0,13.767,8.213,17.524,11.951
2026-08-07 02:15:00,21.35,0.0,13.823,8.109,18.174,12.118
2026-08-07 02:30:00,21.65,0.0,13.821,8.026,15.997,12.062
2026-08-07 02:45:00,21.99,0.0,13.849,8.161,17.265,12.05
2026-08-07 03:00:00,22.34,0.0,14.048,8.296,16.656,12.106
2026-08-07 03:15:00,22.73,0.0,13.982,8.304,16.976,12.157
2026-08-07 03:30:00,23.13,0.0,14.129,8.429,18.974,12.157
2026-08-07 03:45:00,23.56,0.0,14.162,8.328,16.148,12.088
2026-08-07 04:00:00,24.0,0.0,14.318,8.536,17.458,12.302
2026-08-07 04:15:00,24.46,0.0,14.39,8.426,17.69,12.354
2026-08-07 04:30:00,24.94,0.0,14.532,8.665,18.209,12.346
2026-08-07 04:45:00,25.43,0.0,14.496,8.655,17.606,12.27
2026-08-07 05:00:00,25.93,0.0,14.606,8.763,17.843,12.357
2026-08-07 05:15:00,26.44,0.0,14.641,9.088,17.445,12.401
2026-08-07 05:30:00,26.96,0.0,14.776,9.161,18.0,12.47
2026-08-07 05:45:00,27.48,0.0,14.936,9.194,17.666,12.507
2026-08-07 06:00:00,28.0,0.0,15.061,9.081,18.435,12.456
2026-08-07 06:15:00,28.52,3924.2,15.177,9.422,17.992,12.593
2026-08-07 06:30:00,29.04,7831.6,15.571,9.852,18.765,12.703
2026-08-07 06:45:00,29.56,11705.4,15.858,9.969,18.729,12.85
2026-08-07 07:00:00,30.07,15529.1,16.027,10.472,19.782,12.89
2026-08-07 07:15:00,30.57,19286.4,16.384,10.478,19.198,12.979
2026-08-07 07:30:00,31.06,22961.0,16.408,10.686,18.228,13.019
2026-08-07 07:45:00,31.54,26537.3,16.599,10.852,20.582,13.179
2026-08-07 08:00:00,32.0,30000.0,16.778,11.124,19.286,13.197
2026-08-07 08:15:00,32.44,33334.2,17.253,11.3,19.676,13.195
2026-08-07 08:30:00,32.87,36525.7,17.39,11.604,19.921,13.402
2026-08-07 08:45:00,33.27,39560.7,17.527,11.826,21.494,13.428
2026-08-07 09:00:00,33.66,42426.4,17.738,11.797,19.22,13.424
2026-08-07 09:15:00,34.01,45110.4,17.797,11.9,23.083,13.482
2026-08-07 09:30:00,34.35,47601.2,18.242,11.996,21.786,13.584
2026-08-07 09:45:00,34.65,49888.2,18.203,12.421,21.349,13.645
2026-08-07 10:00:00,34.93,51961.5,18.334,12.357,21.287,13.676
2026-08-07 10:15:00,35.17,53812.4,18.502,12.347,21.644,13.724
2026-08-07 10:30:00,35.39,55432.8,18.586,12.752,21.912,13.844
2026-08-07 10:45:00,35.58,56815.8,18.654,13.09,22.088,13.837
2026-08-07 11:00:00,35.73,57955.5,18.646,12.86,22.098,13.81
2026-08-07 11:15:00,35.85,58847.1,18.804,13.016,21.829,13.875
2026-08-07 11:30:00,35.93,59486.7,18.958,12.963,21.669,13.771
2026-08-07 11:45:00,35.98,59871.5,18.939,12.963,21.726,13.865
2026-08-07 12:00:00,36.0,60000.0,18.967,13.09,21.704,13.953
2026-08-07 12:15:00,35.98,59871.5,18.791,12.934,22.625,13.828
2026-08-07 12:30:00,35.93,59486.7,18.728,12.973,22.223,13.782
2026-08-07 12:45:00,35.85,58847.1,18.756,12.936,19.708,13.779
2026-08-07 13:00:00,35.73,57955.5,18.714,12.757,22.168,13.733
2026-08-07 13:15:00,35.58,56815.8,18.724,12.88,21.773,13.726
2026-08-07 13:30:00,35.39,55432.8,18.412,12.649,21.535,13.719
2026-08-07 13:45:00,35.17,53812.4,18.566,12.473,21.172,13.621
2026-08-07 14:00:00,34.93,51961.5,18.313,12.506,22.112,13.665
2026-08-07 14:15:00,34.65,49888.2,18.159,12.198,21.856,13.672
2026-08-07 14:30:00,34.35,47601.2,17.966,12.16,20.505,13.512
2026-08-07 14:45:00,34.01,45110.4,17.755,11.993,21.172,13.602
2026-08-07 15:00:00,33.66,42426.4,17.781,11.95,20.035,13.481
2026-08-07 15:15:00,33.27,39560.7,17.538,11.69,19.566,13.448
2026-08-07 15:30:00,32.87,36525.7,17.234,11.433,19.899,13.279
2026-08-07 15:45:00,32.44,33334.2,17.03,11.327,20.737,13.298
2026-08-07 16:00:00,32.0,30000.0,16.893,11.179,20.587,13.106
2026-08-07 16:15:00,31.54,26537.3,16.832,10.855,20.058,13.148
2026-08-07 16:30:00,31.06,22961.0,16.449,10.557,19.977,13.025
2026-08-07 16:45:00,30.57,19286.4,16.114,10.16,19.596,12.965
2026-08-07 17:00:00,30.07,15529.1,15.974,9.947,18.545,12.777
2026-08-07 17:15:00,29.56,11705.4,15.727,9.79,19.051,12.708
2026-08-07 17:30:00,29.04,7831.6,15.285,9.503,19.062,12.711
2026-08-07 17:45:00,28.52,3924.2,15.247,9.3,18.779,12.531
2026-08-07 18:00:00,28.0,0.0,14.982,9.075,18.832,12.528
2026-08-07 18:15:00,27.48,0.0,14.962,9.035,18.402,12.385
2026-08-07 18:30:00,26.96,0.0,14.96,8.866,18.058,12.485
2026-08-07 18:45:00,26.44,0.0,14.809,8.837,18.468,12.328
2026-08-07 19:00:00,25.93,0.0,14.606,8.692,17.609,12.403
2026-08-07 19:15:00,25.43,0.0,14.449,8.354,16.92,12.376
2026-08-07 19:30:00,24.94,0.0,14.655,8.387,17.335,12.265
2026-08-07 19:45:00,24.46,0.0,14.368,8.394,16.842,12.312
2026-08-07 20:00:00,24.0,0.0,14.281,8.18,16.807,12.264
2026-08-07 20:15:00,23.56,0.0,14.198,8.314,17.099,12.188
2026-08-07 20:30:00,23.13,0.0,14.139,8.346,16.569,12.133
2026-08-07 20:45:00,22.73,0.0,14.039,8.233,16.835,12.05
2026-08-07 21:00:00,22.34,0.0,13.936,7.989,15.656,12.165
2026-08-07 21:15:00,21.99,0.0,13.874,8.126,17.067,12.027
2026-08-07 21:30:00,21.65,0.0,13.855,7.902,16.858,12.106
2026-08-07 21:45:00,21.35,0.0,13.759,7.786,16.231,12.065
2026-08-07 22:00:00,21.07,0.0,13.696,7.7,17.214,12.104
2026-08-07 22:15:00,20.83,0.0,13.717,7.69,17.365,12.03
2026-08-07 22:30:00,20.61,0.0,13.649,7.638,15.544,12.015
2026-08-07 22:45:00,20.42,0.0,13.757,7.669,16.103,12.067
2026-08-07 23:00:00,20.27,0.0,13.397,7.637,16.071,12.033
2026-08-07 23:15:00,20.15,0.0,13.675,7.594,15.93,12.025
2026-08-07 23:30:00,20.07,0.0,13.672,7.628,17.153,12.028
2026-08-07 23:45:00,20.02,0.0,13.397,7.706,16.427,11.905
